#INTERPOLATION:INTERPOLATED
1000,74,165,61,255,1000
1035.45454545454526851,79,168,65,255,1035
1148.85270979020992854,126,195,108,255,1149
1358.17744755244757471,173,221,149,255,1358
1585.54742132867113469,218,237,175,255,1586
1935.625,252,239,186,255,1936
2329.01114510489514942,237,182,139,255,2329
2682.69777097902078822,229,154,122,255,2683
3198.79152097902078822,241,205,186,255,3199
4000,251,247,240,255,4000
